id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
169495,109754,transdigm group incorporated,united states,,,,aerospace defense,industrials,,,tdg,,,,,transdigm group incorporated,united states,$36.14 b,1993,13300,aerospace defense,industrials,dr. kevin m. stein ph.d.,,tdg,,,,,1
110420,66696,glaxosmithkline plc,united kingdom,$109.98 b,december 2000,90096,drug manufacturersgeneral,healthcare,ms. emma n. walmsley,,gsk,,,,,glaxosmithkline plc,,,founded december 2000,employees 90096,,,ceo ms. emma n. walmsley,,,,,,,1
157799,112405,compugen,israel,$82.75 m,,,,,,,,$0.96,,,,compugen,israel,$79.39 m,,,,,,,,$0.86,,,,1
163917,94295,ashland,usa,$5.96 b,,,,,,,,$109.96,,,,ashland,,$6.09 b,,3.8,,,,$2.39 b,,$112.25,,,,1
131424,52043,t. hasegawa,,,,,,,,,,,,,,t. hasegawa,,,,,,,,,,,,,httpswww.thasegawa.com,1
170056,73736,bhp group,australia,$211.25 b,,,other industrial metals mining,basic materials,,,bhp,,,,,bhp group,,,,,,,,,,,,,,1
45399,14433,asm pacific technology,,,,15200,,,,,,,,,httpwww1.asmpacific.comen,asm pacific technology,hong kong,,,,,,,,,7,,,,1
152930,116131,imerys,france,$3.47 b,,,,,,,,$41.12,,,,imerys,france,$3.59 b,,,,,,,,$42.01,,,,1
102640,88089,global cord blood,hong kong,$0.40 b,,,,,,,,$2.99,,,,global cord blood,hong kong,,,,,,,,,$2.99,,,,1
73706,63334,sinopec,,,,,,,,,,,,,,sinopec,,,,,,,,,,,,,,1
111262,83252,anhui conch cement,china,$20.40 b,,,,,,,,$3.56,,,,anhui conch cement,china,,,,,,,,,$3.84,,,,1
166630,155896,bioxcel therapeutics,usa,$0.84 b,,,,,,,,$30.30,,,,bioxcel therapeutics,usa,$0.81 b,,,,,,,,$28.91,,,,1
136361,122779,juniper networks,,,1996 27 yrs old,,hardware networking,,,,,,,,,juniper networks,,,,2004,,,,,,,,,,1
185603,24155,hays plc,,£2.05 billion,,12100,,,mr. alistair richard cox,,,,,,,hays plc,uk,$2.30 b,,,,,,,,$1.43,,,,1
58015,4738,abcellera biologics inc.,canada,,2012,,healthcare biotechnology biopharmaceutical,,not found,288 million usd,,,,,,abcellera biologics inc.,canada,4.677 billion usd,,,,,,,,,,,,1
127118,47739,wolverine world wide,,,,4400,,,,,,,,,,wolverine world wide,,,,4400,,,,,,,,,httpwww.wolverineworldwide.com,1
185499,170772,sse plc,,£18.09 billion,,11865,,,mr. alistair phillipsdavies,,,,,,,sse plc,united kingdom,$23.73 b,,,utilitiesdiversified,utilities,,,sse,,,,,1
56232,2947,pt merdeka copper gold tbk,indonesia,,2012,,basic materials mining copper mining gold mining silver mining metals,,not found,380 million usd,,,,,,pt merdeka copper gold tbk,indonesia,4.473 billion usd,,,,,,,,,,,,1
35880,4285,shenzhen kaifa technology,,,,29676,,,,,,,,,httpswww.kaifa.cn,shenzhen kaifa technology,china,3.769 billion usd,,,,,,,,,,,,1
129698,8714,nts asa,,,,,,,,,,,,,,nts asa,norway,1.202 billion usd,,,,,,,,,,,,1
162662,121474,align technology,usa,$18.98 b,,,,,,,,$243.01,,,,align technology,,,,22540,,,joseph m. hogan,,,,,,,1
61121,7848,first trust intermediate duration preferred & income fund,usa,,not found,,financial services asset management,,not found,232 million usd,,,,,,first trust intermediate duration preferred & income fund,usa,1.592 billion usd,,,,,,,,,,,,1
169664,63886,edison international,united states,,,,utilitiesregulated electric,utilities,,,eix,,,,,edison international,,,,,,,,,,,,,,1
116022,24461,prestige consumer healthcare,usa,$3.30 b,,,,,,,,$66.72,,,,prestige consumer healthcare,usa,$3.01 b,,,,,,,,$60.95,,,,1
141752,40937,fertilisers and chemicals travancore,,,1943 80 yrs old,,agro chemicals,,,,,,,,,fertilisers and chemicals travancore,,,,,,,,,,,,,httpwww.fact.co.in,1
55062,43379,pt unilever indonesia tbk,indonesia,,1933,,consumer defensive fmcg consumer goods personal care products,,not found,2752 million usd,,,,,,pt unilever indonesia tbk,,,,5400,,,,,,,,,httpswww.unilever.co.id,1
100701,24117,fine organics,india,$2.15 b,,,,,,,,$70.23,,,,fine organics,india,$2.24 b,,,,,,,,$73.12,,,,1
146764,92989,brembo,,,1961,,consumer goods,auto parts,,,,,,,,brembo,,,1961,,consumer goods,auto parts,,,,,,,,1
155580,122127,thales,france,$26.96 b,,,,,,,,$127.28,,,,thales,,,,80702,,,patrice caine,,,,,,,1
169213,90370,freeport-mcmoran inc.,united states,,,,copper,basic materials,,,fcx,,,,,freeport-mcmoran inc.,united states,,,,,basic materials,,,fcx,,,,,1
130747,9763,par pacific holdings,,,,1336,,,,,,,,,,par pacific holdings,usa,0.993 billion usd,,,,,,,,,,,,1
124432,100230,maxlinear,,,,1503,,,,,,,,,,maxlinear,usa,$2.93 b,,,,,,,,$37.35,,,,1
44765,13571,quebecor,,,,10454,,,,,,,,,httpswww.quebecor.com,quebecor,canada,,,,,,,,,23,,,,1
161889,26541,goldman sachs,usa,$114.48 b,,,,,,,,$341.84,,,,goldman sachs,usa,$121.88 b,,,,,,,,$359.92,,,,1
163060,154195,gbl,belgium,$12.22 b,,,,,,,,$86.06,,,,gbl,belgium,$12.54 b,,,,,,,,$85.47,,,,1
132567,26071,central japan railway,japan,,1987,30153,transportation,,kouei tsuge,$8.3b,,,,,,central japan railway,japan,$23.21 b,,,,,,,,$117.96,,,,1
66805,19356,icici bank limited,,,founded 5 january 1994,employees 98750,,,ceo mr. sandeep bakhshi b.e.,,,,,,,icici bank limited,india,$66.62 billion,5 january 1994,98750,banks,financials,mr. sandeep bakhshi b.e.,₹1.61 trillion us$21 billion 2021,,,,,,1
165935,156563,modivcare,usa,$1.48 b,,,,,,,,$104.83,,,,modivcare,usa,$1.48 b,,,,,,,,$104.80,,,,1
131933,43049,banco do brasil,brazil,,1808,84597,banking,,fausto de andrade ribeiro,$29.5b,,,,,,banco do brasil,,,,91673,,,andre guilherme brandao,,,,,,httpswww.bb.com.br,1
102681,16948,jci hitachi india,india,$0.38 b,,,,,,,,$14.11,,,,jci hitachi india,india,,,,,,,,,14,,,,1
99309,33896,komercni banka,ech republic,$5.45 b,,,,,,,,$28.35,,,,komercni banka,,,,,,,,,,,,,httpswww.kb.czen,1
162603,71000,panasonic,japan,$20.71 b,,,,,,,,$8.88,,,,panasonic,japan,$20.98 b,,,,,,,,,,,,1
153123,99916,syneos health,usa,$3.67 b,,,,,,,,$35.67,,,,syneos health,usa,$3.60 b,,,,,,,,$35.02,,,,1
101285,23539,aris water solutions,usa,$1.38 b,,,,,,,,$15.56,,,,aris water solutions,usa,$1.31 b,,,,,,,,$14.75,,,,1
162254,53818,alcon,switzerland,$36.89 b,,,,,,,,$75.29,,,,alcon,switzerland,,1945,,healthcare medical equipment healthcare products,,michael ball,8291 million usd,,,,,,1
170509,96595,telstra corporation limited,australia,$35.24 b,,,telecom services,communication services,,,tls,,,,,telstra corporation limited,australia,$35.24 b,,,telecom services,communication services,,,tls,,,,,1
126740,37351,tibet cheezheng tibetan medicine,,,,,,,,,,,,,,tibet cheezheng tibetan medicine,,,,,,,,,,,,,httpwww.cheezheng.com.cn,1
112584,18385,guardforce ai,singapore,$9.05 m,,,,,,,,$0.16,,,,guardforce ai,singapore,,,,,,,,,0,,,,1
52733,33802,seb sa,france,,,34000,,consumer cyclical,,8880 million usd,,,,,,seb sa,,,,34000,,,,,,,,,httpswww.groupeseb.comen,1
170334,109351,itochu corp,japan,$52.19 b,,,conglomerates,industrials,,,8001,,,,,itochu corp,,$50.9b,,115124,conglomerate,,,$109.4b,,,,251 kitaaoyama minatoku tokyo 1078077,www.itochu.co.jpja,1
85253,35965,steadfast group,australia,,,,,,,,,$3.73,,,,steadfast group,,,,,,,,,,,,,httpswww.steadfast.com.au,1
88973,21804,finwise bancorp,usa,,,,,,,,,$8.99,,,,finwise bancorp,usa,$0.11 b,,,,,,,,$8.81,,,,1
66544,31750,airbnb,,,2008.0,,travel leisure,,,$6b,,,,,,airbnb,,,,6132,,,brian chesky,,,,,,httpswww.airbnb.com,1
171709,73358,fintru,uk,,2013,740,,financial services,,32392546,,,,,,fintru,uk,,2013,,,financial services,,32392546,,,,,,1
152277,25147,mdu resources,usa,$6.22 b,,,,,,,,$30.59,,,,mdu resources,usa,$6.17 b,,,,,,,,$30.39,,,,1
87676,16618,siga technologies,usa,,,,,,,,,$8.42,,,,siga technologies,usa,,,,,,,,,7,,,,1
131995,73989,saudi electricity,saudi arabia,,2000,not found,utilities,,fahad bin hussein alsudairi,$18.5b,,,,,,saudi electricity,,,,,,,,,,,,,,1
166347,112065,paymentus,usa,$1.07 b,,,,,,,,$8.74,,,,paymentus,usa,$1.07 b,,,,,,,,$8.74,,,,1
156984,15299,revance therapeutics,usa,$2.39 b,,,,,,,,$29.08,,,,revance therapeutics,usa,,,,,,,,,20,,,,1
15118,5410,pagegroup,uk,,,,,,,,,6,,,,pagegroup,uk,2.902 billion usd,,,,,,,,,,,,1
159742,28608,pharmagrin,italy,,2015,21.0,,health,,2701410,,,,,,pharmagrin,italy,,2015,21,health,,,2701410,,,,,,1
149751,129,hdfc bank,,$115.68 billion,,134412,,,mr. sashidhar jagdishan,,,,,,,hdfc bank,india,121.600 billion usd,,,,,,,,,,,,1
159893,29145,tikamoon,france,,2006,130.0,,ecommerce,,56122322,,,,,,tikamoon,france,,2006,130,ecommerce,,,56122322,,,,,,1
85986,14836,osterreichische post,austria,,,,,,,,,$35.68,,,,osterreichische post,austria,,,,,,,,,34,,,,1
159434,87473,ethan allen,usa,$0.74 b,,,,,,,,$29.32,,,,ethan allen,usa,,,,,,,,,$29.54,,,,1
170366,149996,suncor energy inc.,canada,$48.27 b,,,oil gas integrated,energy,,,su,,,,,suncor energy inc.,,c$60.42 billion,montreal quebec canada in 1919,16922,,,mr. mark s. little,,,,,,,1
99557,44596,element solutions,usa,$4.59 b,,,,,,,,$18.98,,,,element solutions,,,,5300,,,,,,,,,httpswww.elementsolutionsinc.com,1
165752,23683,chinook therapeutics,usa,$1.69 b,,,,,,,,$26.56,,,,chinook therapeutics,usa,$1.50 b,,,,,,,,$23.54,,,,1
188268,74558,ocado group plc,,£8.80 billion,,19347,,,mr. timothy steiner o.b.e. obe,,,,,,,ocado group plc,united kingdom,,,,grocery stores,consumer staples,,,,,,,,1
167597,17171,regional management,usa,$0.31 b,,,,,,,,$33.12,,,,regional management,usa,,,,,,,,,30,,,,1
98433,2207,posco chemical,s. korea,$11.11 b,,,,,,,,$143.65,,,,posco chemical,south korea,10.360 billion usd,,,,,,,,,,,,1
112115,101715,rashtriya chemicals and fertilizers,india,$0.83 b,,,,,,,,$1.52,,,,rashtriya chemicals and fertilizers,india,$0.96 b,,,,,,,,$1.75,,,,1
128787,23388,cyient,,,,,,,,,,,,,,cyient,india,$1.12 b,,,,,,,,$10.18,,,,1
46158,4555,reliance worldwide corporation,,,,353,,,,,,,,,httpswww.rwc.com,reliance worldwide corporation,usa,3.279 billion usd,,,,,,,,,,,,1
65171,63328,hsbc holdings,,,1865.0,,banking,,,$59.3b,,,,,,hsbc holdings,,,,,,,,,,,,,,1
150102,96558,credit agricole sa,,€34.40 billion,,75975,,,mr. philippe brassac,,,,,,,credit agricole sa,france,$38.01 b,,,banks,financials,,,aca,,,,,1
187163,170647,hormel foods corporation,,$28.52 billion,,20000,,,mr. james p. snee,,,,,,,hormel foods corporation,united states,$28.52 b,,,packaged foods,consumer staples,,,hrl,,,,,1
26037,19173,arcelormittal,luxembourg,$21.82 b,,,,,,,,$26.50,,,,arcelormittal,luxembourg,$34.66 billion,,158000,steel,basic materials,mr. aditya mittal,,,,,,,1
158471,23039,third harmonic bio,usa,$0.17 b,,,,,,,,$4.42,,,,third harmonic bio,usa,$0.79 b,,,,,,,,$19.58,,,,1
112466,18345,fresh vine wine,usa,$13.11 m,,,,,,,,$1.03,,,,fresh vine wine,usa,,,,,,,,,1,,,,1
86289,53253,pagegroup,uk,,,,,,,,,$5.55,,,,pagegroup,uk,,,,,industries,,1935 million usd,,,,,,1
58465,36783,qianhe condiment and food,china,,not found,,consumer defensive fmcg package foods food products,,not found,280 million usd,,,,,,qianhe condiment and food,,,,,,,,,,,,,httpwww.qianhefood.com,1
122470,33089,next plc,,,,25491,,,simon wolfson,,,,,,,next plc,,,,25491,,,simon wolfson,,,,,,httpswww.nextplc.co.uk,1
53314,31631,exxon mobil corporation,usa,,1999,,energy oil and gas petrochemicals natural gas generation electricity generation chemicals plastics plastic products,,darren w. woods,285640 million usd,,,,,,exxon mobil corporation,,,,64000,,,darren woods,,,,,,httpscorporate.exxonmobil.com,1
71808,12763,rolls-royce holdings,united kingdom,$9.84 b,,,,,,,,,,,,rolls-royce holdings,uk,,,,,,,,,1,,,,1
147098,92797,aptiv,,,1994,,industrials,automotive,,,,,,,,aptiv,,,1994,,industrials,automotive,,,,,,,,1
122575,98059,coal india,,,,272445,,,,,,,,,,coal india,india,$17.07 b,,,,,,,,$2.77,,,,1
49504,7909,888 holdings,,,,,,,,,,,,,httpscorporate.888.com,888 holdings,gibralter,2.081 billion usd,,,,,,,,,,,,1
145777,94004,axfood,,,1964,,consumer services,food retailers wholesalers,,,,,,,,axfood,,,1964,,consumer services,food retailers wholesalers,,,,,,,,1
51073,41054,"jilin liyuan precision manufacturing co., ltd.",,,,,,,,,,,,,httpwww.liyuanlvye.com,"jilin liyuan precision manufacturing co., ltd.",,,,,,,,,,,,,httpwww.liyuanlvye.com,1
170208,150849,edwards lifesciences corporation,united states,$73.38 b,,,medical devices,healthcare,,,ew,,,,,edwards lifesciences corporation,usa,76.36 billion usd,1958.0,15700,,,michael a mussallem,,,,,,,1
111758,100049,affirm,usa,$4.14 b,,,,,,,,$14.30,,,,affirm,usa,$3.27 b,,,,,,,,$11.30,,,,1
131968,64436,starbucks,united states,,1971,383000,restaurants,,howard schultz,$30.4b,,,,,,starbucks,united states,,,,,,,$30.36 b,,,,,,1
61799,50128,"hunan sokan new materials co., ltd.",china,,not found,,basic materials chemicals,,not found,not found,,,,,,"hunan sokan new materials co., ltd.",,,,,,,,,,,,,httpen.sokan.com.cn,1
122444,43063,yang ming marine transport corporation,,,,5861,,,chonghua cheng,,,,,,,yang ming marine transport corporation,,,,5861,,,chonghua cheng,,,,,,httpswww.yangming.com,1
92013,63588,essilorluxottica,,,1849,,health care,health care equipment,,,,,,,,essilorluxottica,,,,,,,,,,,,,,1
84202,66082,s-oil,s. korea,,,,,,,,,$69.03,,,,s-oil,,,1976.0,,oil gas operations,,,$24b,,,,,,1
155340,25887,alinma bank,saudiarabia,$17.04 b,,,,,,,,$8.52,,,,alinma bank,saudi arabia,$16.99 b,,,,,,,,$8.50,,,,1
46743,36735,lao feng xiang,,,,2349,,,,,,,,,httpslaofengxiang.com,lao feng xiang,,,,2349,,,,,,,,,httpslaofengxiang.com,1
148544,39734,collibra,belgium,,,,data management analytics,,,,,,brussels,,,collibra,,,,1234,,,,,,,,,httpswww.collibra.com,1
169403,66966,"chipotle mexican grill, inc.",united states,,,,restaurants,consumer discretionary,,,cmg,,,,,"chipotle mexican grill, inc.",,,founded july 13 1993,employees 97660,,,ceo mr. brian r. niccol,,,,,,,1
155354,121414,3i group,unitedkingdom,$17.12 b,,,,,,,,$17.60,,,,3i group,,,,282,,,simon a borrows,,,,,,,1
160022,68041,im global partner,france,,2015,50.0,,financial services,,31463692,,,,,,im global partner,france,,2015,,,financial services,,,,,,,,1
68651,68650,cryptobayspaceoaa(16354705),,,,,,,,,,,,harju maakond tallinn lasnamaa¤e linnaosa laaaatsa tn 5 sepapaja tn 4 11415,,cryptobayspaceoaa(16354705),,,,,,,,,,,,harju maakond tallinn lasnamaa¤e linnaosa laaaatsa tn 5 sepapaja tn 4 11415,,1
65958,64963,zhongsheng group holdings,,,2008.0,,retailing,,,$27.1b,,,,,,zhongsheng group holdings,china,,,,,,,$27.15 b,,,,,,1
46447,4846,sats,,,,17155,,,,,,,,,httpswww.sats.com.sg,sats,singapore,3.363 billion usd,,,,,,,,,,,,1
162127,133256,snowflake,usa,$46.57 b,,,,,,,,$144.82,,,,snowflake,united states,,2012,3992,it software services,,frank slootman,$1.2b,,,,,,1
123007,43629,qnb finansbank,,,,11111,,,,,,,,,,qnb finansbank,,,,11111,,,,,,,,,httpswww.qnbfinansbank.com,1
170259,41761,sea limited,singapore,$62.66 b,,,electronic gaming multimedia,communication services,,,se,,,,,sea limited,,,,33800,,,forrest li,,,,,,httpswww.seagroup.com,1
43658,33657,gemdale corporation,,,,9114,,,,,,,,,httpen.gemdale.com,gemdale corporation,,,,9114,,,,,,,,,httpen.gemdale.com,1
65543,25793,bt group,,,1980.0,,telecommunications services cable supplier,,,$28.8b,,,,,,bt group,uk,$14.08 b,,,,,,,,$1.38,,,,1
52689,33554,tele2 ab (publ),sweden,,,9000,,communication services,,2813 million usd,,,,,,tele2 ab (publ),,,,9000,,,,,,,,,httpswww.tele2.com,1
115852,100297,pacwest bancorp,usa,$2.90 b,,,,,,,,$24.69,,,,pacwest bancorp,usa,$2.82 b,,,,,,,,$23.95,,,,1
158924,114067,b communications,israel,$0.55 b,,,,,,,,$5.17,,,,b communications,israel,$0.54 b,,,,,,,,$5.04,,,,1
159025,113585,arvind,india,$0.28 b,,,,,,,,$1.08,,,,arvind,india,$0.28 b,,,,,,,,$1.07,,,,1
111760,99666,one gas,usa,$4.15 b,,,,,,,,$76.71,,,,one gas,usa,$4.27 b,,,,,,,,$78.88,,,,1
167205,50754,restaurant brands new zealand,new zealand,$0.49 b,,,,,,,,$3.94,,,,restaurant brands new zealand,,,,,,,,,,,,,httpswww.restaurantbrands.co.nz,1
130061,62345,biogaia ab (publ),,,,,,,,,,,,,,biogaia ab (publ),sweden,,not found,,healthcare pharmaceutical,,not found,74 million usd,,,,,,1
169735,96821,"gartner, inc.",united states,,,,information technology services,technology,,,it,,,,,"gartner, inc.",united states,$25.03 b,,,information technology services,technology,,,it,,,,,1
87828,22773,tremor international,israel,,,,,,,,,$7.33,,,,tremor international,israel,$0.58 b,,,,,,,,$7.97,,,,1
63006,51334,morimatsu international holdings company limited,china,,not found,,industries industry machinery,,not found,not found,,,,,,morimatsu international holdings company limited,,,,,,,,,,,,,httpwww.morimatsuonline.com,1
153357,56577,wendel,france,$4.67 b,,,,,,,,$107.57,,,,wendel,france,,1704,,financial services investments asset management,,not found,8276 million usd,,,,,,1
159586,27523,dall energy,denmark,,2007,15.0,,energy,,6013000,,,,,,dall energy,denmark,,2007,15,energy,,,6013000,,,,,,1
169788,18986,united microelectronics corporation,taiwan,,,,semiconductors,technology,,,2303,,,,,united microelectronics corporation,taiwan,us$23.35 billion,,19500,semiconductors,technology,,,,,,,,1
157649,18058,cielo waste solutions,canada,$46.44 m,,,,,,,,$0.06000,,,,cielo waste solutions,canada,,,,,,,,,0,,,,1
102546,16740,oil states international,usa,$0.44 b,,,,,,,,$7.04,,,,oil states international,usa,,,,,,,,,7,,,,1
154739,63990,o'reilly automotive,usa,$50.98 b,,,,,,,,$814.81,,,,o'reilly automotive,,,,,,,,,,,,,,1
131528,10544,crystal international group,,,,,,,,,,,,,,crystal international group,hong kong,1.131 billion usd,,,,,,,,,,,,1
128893,61184,888 holdings,,,,,,,,,,,,,,888 holdings,gibralter,,1997,,consumer cyclical gambling leisure entertainment,,not found,589 million usd,,,,,,1
60022,48348,business-intelligence of oriental nations corporation,china,,not found,,technology software and it,,not found,not found,,,,,,business-intelligence of oriental nations corporation,,,,,,,,,,,,,httpwww.bonc.com.cn,1
166045,86747,pilot corporation,japan,$1.36 b,,,,,,,,$34.72,,,,pilot corporation,japan,,,,,,,,,$34.45,,,,1
61505,49833,ovo energy,uk,,2009,,not found,,not found,not found,,,,,,ovo energy,,,,,,,,,,,,,httpswww.ovoenergy.com,1
86573,48934,bgc partners,usa,,,,,,,,,$4.18,,,,bgc partners,,,,3920,,,,,,,,,httpswww.bgcpartners.com,1
159300,16550,cion investment,usa,$0.59 b,,,,,,,,$10.78,,,,cion investment,usa,,,,,,,,,10,,,,1
121766,19646,cenovus energy,,,,2413,,,alex pourbaix,,,,,,,cenovus energy,canada,$35.21 b,,,,,,,,$18.29,,,,1
89856,2520,cts eventim ag & co. kgaa,,,1989,2945,,media and entertainment,,1400.7,,,,,www.eventim.de,cts eventim ag & co. kgaa,germany,6.300 billion usd,,,,,,,,,,,,1
157167,86126,minerals technologies,usa,$2.16 b,,,,,,,,$66.61,,,,minerals technologies,usa,,,,,,,,,$66.92,,,,1
180463,108545,mitsubishi materials corp,,¥285.33 billion,,27162,,,mr. naoki ono,,,,,,,mitsubishi materials corp,,$2.2b,,23711,metals and mining,,,$16.1b,,,,marunouchi nijubashi bldg. 323 marunouchi chiyodaku tokyo 1008117,www.mmc.co.jp,1
100852,15255,aavas financiers,india,$1.89 b,,,,,,,,$23.93,,,,aavas financiers,india,,,,,,,,,21,,,,1
177977,48758,converge technology solutions corp.,,c$1.62 billion,,not found,,,mr. shaun peter maine,,,,,,,converge technology solutions corp.,,,,,,,,,,,,,httpsconvergetp.com,1
111855,85731,macerich,usa,$2.79 b,,,,,,,,$12.46,,,,macerich,usa,,,,,,,,,$12.62,,,,1
85400,20429,alteryx,usa,,,,,,,,,$50.75,,,,alteryx,usa,$2.96 b,,,,,,,,$42.97,,,,1
100488,24286,corvel corporation,usa,$2.49 b,,,,,,,,$144.75,,,,corvel corporation,usa,$2.54 b,,,,,,,,$147.59,,,,1
73788,65259,glaxosmithkline,,,,,,,,,,,,,,glaxosmithkline,,,2000.0,,drugs biotechnology,,,$46.9b,,,,,,1
121766,32385,cenovus energy,,,,2413,,,alex pourbaix,,,,,,,cenovus energy,,,,2413,,,alex pourbaix,,,,,,httpswww.cenovus.com,1
113697,88151,rain therapeutics,usa,$0.33 b,,,,,,,,$9.49,,,,rain therapeutics,usa,,,,,,,,,$10.76,,,,1
134075,43752,yamaha motor,,,2007 16 yrs old,,automobile,,,,,,,,,yamaha motor,,,,55255,,,,,,,,,httpsglobal.yamahamotor.com,1
21129,17942,syros pharmaceuticals,usa,$69.98 m,,,,,,,,$3.46,,,,syros pharmaceuticals,usa,,,,,,,,,4,,,,1
36208,14743,dana,,,,40200,,,,,,,,,httpwww.dana.com,dana,usa,,,,,,,,,17,,,,1
162552,12132,ansys,usa,$22.33 b,,,,,,,,$256.42,,,,ansys,usa,,,,,,,,,239,,,,1
164901,124358,cd projekt,poland,$3.05 b,,,,,,,,$30.63,,,,cd projekt,,,,1111,,,,,,,,,,1
187854,153435,lincoln national corporation,,$12.55 billion,,10848,,,mr. dennis robert glass,,,,,,,lincoln national corporation,usa,$5.30 b,,,,,,,,$31.37,,,,1
162143,110827,kimberly-clark,usa,$45.60 b,,,,,,,,$135.13,,,,kimberly-clark,usa,$46.55 b,,,,,,,,$137.93,,,,1
161237,77489,t & b development group ltd,,,,,,,,,,,,24cherryorchardroad bromley unitedkingdom br28ne,,t & b development group ltd,,,,,,,,,,,,,,1
96546,19218,alimentation couche-tard inc.,canada,,,,grocery stores,consumer staples,,,atd.b,,,,,alimentation couche-tard inc.,canada,us$39.56 billion,1980,98000,grocery stores,consumer staples,mr. brian p. hannasch,$54.1 billion 2020,,,,,,1
98172,71195,toshiba,japan,$14.77 b,,,,,,,,$34.14,,,,toshiba,japan,$18.19 b,,,,,,,,,,,,1
147440,66521,brenntag,,,1874,,basic materials,commodity chemicals,,,,,,,,brenntag,,,2006.0,,trading companies,,,$17b,,,,,,1
59251,22701,nektar therapeutics,usa,,1990,,healthcare pharmaceutical healthcare products biotechnology biopharmaceutical,,not found,101 million usd,,,,,,nektar therapeutics,usa,$0.54 b,,,,,,,,$2.91,,,,1
56275,44611,hanon systems,south korea,,1986,,consumer cyclical electrical products engineering products engineering services automobile automobile parts,,not found,5983 million usd,,,,,,hanon systems,,,,22000,,,,,,,,,httpwww.hanonsystems.comen,1
96685,70124,engie sa,france,$31.00 b,,,utilitiesdiversified,utilities,,,engi,,,,,engie sa,,,22 xa0july 2008,171100 2019,electric utility,,,€,,,,,engie .com en,1
151343,727,fujifilm holdings corporation,japan,30.15 billion usd,1934.0,73275,,,shigetaka komoris,,,,,,,fujifilm holdings corporation,japan,33.388 billion usd,,,,,kenji sukeno,,,,,,,1
74338,12754,carmax,,,,,,,,,,,,,,carmax,usa,,,,,,,,,66,,,,1
53680,42001,enterprise products partners,usa,,1968,,energy oil and gas oil refining petrochemicals gas utilities natural gas generation utilities chemicals,,william c. montgomery,40806 million usd,,,,,,enterprise products partners,,,,7130,,,a. james teague,,,,,,httpswww.enterpriseproducts.com,1
169570,90727,brown-forman corporation,united states,,,,beverageswineries distilleries,consumer staples,,,bf.b,,,,,brown-forman corporation,united states,,,,,consumer staples,,,bf.b,,,,,1
131762,53682,lloyds banking group,united kingdom,,2009,57955,banking,,charlie nunn,$58.5b,,,,,,lloyds banking group,uk,,2009,,financial services banking services,,robin budenberg,0 million usd,,,,,,1
129051,49667,ocumension therapeutics,,,,,,,,,,,,,,ocumension therapeutics,,,,,,,,,,,,,httpwww.ocumension.com,1
100509,37388,sage therapeutics,usa,$2.45 b,,,,,,,,$41.33,,,,sage therapeutics,,,,471,,,,,,,,,httpswww.sagerx.com,1
47679,6074,pfeiffer vacuum technology ag,,,,,,,,,,,,,httpswww.pfeiffervacuum.comen,pfeiffer vacuum technology ag,germany,2.031 billion usd,,,,,,,,,,,,1
115132,101096,csi,usa,$1.59 b,,,,,,,,$57.98,,,,csi,usa,$1.59 b,,,,,,,,$57.98,,,,1
121305,321,infineon technologies ag,,,,50288,,,reinhard ploss,,,,,,,infineon technologies ag,germany,55.947 billion usd,,,,,,,,,,,,1
132194,42548,ck asset holdings,hong kong,,2015,54000,construction,,tzar kuoi li,$8.3b,,,,,,ck asset holdings,,,,58000,,,,,,,,,httpswww.ckah.comeng,1
99379,25001,exelixis,usa,$5.22 b,,,,,,,,$16.19,,,,exelixis,usa,$5.27 b,,,,,,,,$16.35,,,,1
132516,71508,genuine parts,united states,,1928,52000,trading companies,,paul d. donahue,$19.7b,,,,,,genuine parts,united states,$18.97 b,,,,,,,,,,,,1
165705,86345,northwest bank,usa,$1.75 b,,,,,,,,$13.81,,,,northwest bank,usa,,,,,,,,,$14.34,,,,1
166911,95284,haynes international,usa,$0.66 b,,,,,,,,$52.78,,,,haynes international,,$0.67 b,,1.073,,,,$0.49 b,,$54.20,,,,1
125471,36082,spx flow,,,,7000,,,,,,,,,,spx flow,,,,7000,,,,,,,,,httpswww.spxflow.com,1
114828,44401,kornit digital,israel,$1.21 b,,,,,,,,$24.30,,,,kornit digital,,,,547,,,,,,,,,httpswww.kornit.com,1
49360,7753,zhuguang holdings group company,,,,,,,,,,,,,httpwww.zhuguang.com.hk,zhuguang holdings group company,hong kong,1.644 billion usd,,,,,,,,,,,,1
152108,52301,siemens,,,1 october 1847 175 years ago 18471001 berlin kingdom of prussia,,conglomerate,,,,,,,,,siemens,germany,,,303000,,industries,roland busch,68616 million usd,,,,,,1
149641,131691,chevron,,$315.13 billion,september 10 1879,42595,,,mr. michael k. wirth,,,,,,,chevron,united states,,1879,23729,construction oil gas operations mining and chemicals,,michael k. wirth,$156.3b,,,,,,1
155135,83878,emera,canada,$10.90 b,,,,,,,,$40.64,,,,emera,canada,,,,,,,,,$40.28,,,,1
55403,33719,canadian tire corporation,canada,,1922,,consumer cyclical retail,,not found,12917 million usd,,,,,,canadian tire corporation,,,,13303,,,,,,,,,httpwww.corp.canadiantire.ca,1
