id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
56944,35254,papa john's international,usa,,1984,,consumer cyclical restaurants consumer services,,not found,2068 million usd,,,,,,papa john's international,,,,14000,,,,,,,,,httpsir.papajohns.com,1
99066,72023,indorama ventures,thailand,$6.42 b,,,,,,,,$1.13,,,,indorama ventures,thailand,$7.77 b,,,,,,,,,,,,1
126925,59218,retail opportunity investments,,,,73,,,,,,,,,,retail opportunity investments,usa,,2007,,real estate property investments consumer services retail commercial properties,,not found,284 million usd,,,,,,1
52786,25140,banca mediolanum,italy,,,2321,,financial services,,7067 million usd,,,,,,banca mediolanum,italy,$6.13 b,,,,,,,,$8.23,,,,1
150692,11453,lowe's companies,usa,169.17 billion usd,1921.0,220000,,,marvin ellison,,,,,,,lowe's companies,usa,,,,,,,,,201,,,,1
154729,121358,keurig dr pepper,usa,$50.50 b,,,,,,,,$35.66,,,,keurig dr pepper,,,,27500,,,robert gamgort,,,,,,,1
155059,111562,asahi kasei,japan,$10.17 b,,,,,,,,$7.34,,,,asahi kasei,japan,$10.13 b,,,,,,,,$7.31,,,,1
100987,86196,melco international development,hong kong,$1.72 b,,,,,,,,$1.13,,,,melco international development,hong kong,,,,,,,,,$1.34,,,,1
155180,122171,air china,china,$20.12 b,,,,,,,,$1.59,,,,air china,,,,89373,,,,,,,,,,1
169064,90221,adobe inc.,united states,,,,softwareinfrastructure,technology,,,adbe,,,,,adobe inc.,united states,,,,,technology,,,adbe,,,,,1
110618,19557,becton dickinson,usa,$71.51 b,,,,,,,,$252.38,,,,becton dickinson,usa,$69.84 b,,,,,,,,$246.48,,,,1
33845,2244,gail (india),,,,4705,,,,,,,,,httpwww.gailonline.com,gail (india),india,9.146 billion usd,,,,,,,,,,,,1
57782,36101,brookfield business partners,bermuda,,2016,,industries financial services investments conglomerate,,not found,46587 million usd,,,,,,brookfield business partners,,,,,,,,,,,,,httpsbbu.brookfield.com,1
67801,28759,onbuy.com,uk,,2014,,,ecommerce,,,,,,,,onbuy.com,uk,,2014,18,ecommerce,,,2720319,,,,,,1
140535,92900,trane technologies,,,1871 152 yrs old,,engineering construction,,,,,,,,,trane technologies,,,1871,,conglomerate,,,,,,,,,1
154085,132281,bharat petroleum,india,$9.23 b,,,,,,,,$4.26,,,,bharat petroleum,india,,1928,32701,oil gas operations,,arun kumar singh,$43.2b,,,,,,1
152996,99871,onto innovation,usa,$3.89 b,,,,,,,,$78.71,,,,onto innovation,usa,$3.75 b,,,,,,,,$75.75,,,,1
87262,16629,janux therapeutics,usa,,,,,,,,,$20.57,,,,janux therapeutics,usa,,,,,,,,,13,,,,1
95387,95384,full house resorts,,$0.30 b,,893.0,,,,$0.17 b,,$8.83,,,,full house resorts,,$0.30 b,,893.0,,,,$0.17 b,,$8.83,,,,1
167851,21005,filatex india,india,$0.23 b,,,,,,,,$0.53,,,,filatex india,india,$0.26 b,,,,,,,,$1.18,,,,1
151164,96479,archer-daniels-midland company,usa,39.06 billion usd,1902.0,41000,,,juan ricardo luciano,,,,,,,archer-daniels-midland company,united states,$51.03 b,,,farm products,consumer staples,,,adm,,,,,1
95666,36653,insmed,,$2.63 b,,613.0,,,,$0.24 b,,$19.45,,,,insmed,,,,613,,,,,,,,,httpswww.insmed.com,1
128670,49287,alpha group,,,,,,,,,,,,,,alpha group,,,,,,,,,,,,,httpswww.alpha.in,1
38213,23588,two harbors investment,,,,,,,,,,,,,httpstwoharborsinvestment.com,two harbors investment,usa,$1.38 b,,,,,,,,$16.05,,,,1
47161,37147,pacira biosciences,,,,697,,,,,,,,,httpswww.pacira.com,pacira biosciences,,,,697,,,,,,,,,httpswww.pacira.com,1
109510,66807,newmont corporation,united states,$65.89 b,1921,14400,gold,basic materials,mr. thomas ronald palmer,,nem,,,,,newmont corporation,,,founded 1921,employees 14400,,,ceo mr. thomas ronald palmer,,,,,,,1
161922,121241,glencore,switzerland,$91.54 b,,,,,,,,$7.16,,,,glencore,,,,134878,,,gary nagle,,,,,,,1
63282,51606,elektro redes,brazil,,1998,,utilities electric utilities,,not found,not found,,,,,,elektro redes,,,,,,,,,,,,,httpswww.elektro.com.br,1
122105,65101,quest diagnostics,,,,40000,,,steve rusckowski,,,,,,,quest diagnostics,united states,,,,,,,$10.68 b,,,,,,1
169379,108993,banco bradesco sa,brazil,,,,banks,financials,,,bbdc3,,,,,banco bradesco sa,,$28.7b,,88374,financial services,,,$30.4b,,,,nuc cidade de deus sn vila yara osasco 06.029900,banco.bradesco,1
97487,351,exelon corporation,usa,$42.55 b,,,,,,,,$42.82,,,,exelon corporation,usa,47.933 billion usd,,,,,frank m. clark,,,,,,,1
164741,71924,kohl's,usa,$3.39 b,,,,,,,,$30.76,,,,kohl's,united states,$7.38 b,,,,,,,,,,,,1
188421,149866,relx plc,,£44.63 billion,,33500,,,mr. erik engstrom,,,,,,,relx plc,,£44.63 billion,1993,33500,,,mr. erik engstrom,,,,,,,1
32590,25856,associated british foods,,,,128000,,,george g. weston,,,,,,httpswww.abf.co.uk,associated british foods,uk,$15.93 b,,,,,,,,$20.18,,,,1
103254,22164,ads-tec energy,ireland,$0.18 b,,,,,,,,$3.70,,,,ads-tec energy,ireland,$0.24 b,,,,,,,,$4.98,,,,1
162162,378,ping an bank,china,$43.81 b,,,,,,,,$2.26,,,,ping an bank,china,52.047 billion usd,,,,,ma mingzhe peter,,,,,,,1
169137,150868,vale sa,brazil,,,,other industrial metals mining,basic materials,,,vale3,,,,,vale sa,brazil,71.75 billion usd,1942.0,74316,,,eduardo bartolomeo,,,,,,,1
121405,53707,eqt ab (publ),,,,1160,,,christian sinding,,,,,,,eqt ab (publ),sweden,,1994,,financial services investments asset management,,conni jonsson,150 million usd,,,,,,1
156997,100532,nextier oilfield,usa,$2.41 b,,,,,,,,$9.84,,,,nextier oilfield,usa,$2.41 b,,,,,,,,$9.85,,,,1
80722,76875,t a dickson ltd,,,,,,,,,,,,,,t a dickson ltd,,,,,,,,,,,,,,1
169704,67267,national bank of canada,canada,,,,banks,financials,,,,,,,,national bank of canada,,,founded november 1979,employees 27804,,,ceo mr. laurent ferreira,,,,,,,1
161861,64153,at&t,usa,$137.05 b,,,,,,,,$19.23,,,,at&t,united states,,,,,,,$163.03 b,,,,,,1
159390,60388,health catalyst,usa,$0.71 b,,,,,,,,$13.01,,,,health catalyst,usa,,2008,,healthcare analytics healthcare service healthcare technology and information,,not found,241 million usd,,,,,,1
52902,20228,diploma plc,uk,,,,,industries,,1044 million usd,,,,,,diploma plc,uk,$4.43 b,,,,,,,,$34.58,,,,1
165866,47769,transaction capital,south africa,$1.55 b,,,,,,,,$2.00,,,,transaction capital,,,,,,,,,,,,,httpswww.transactioncapital.co.za,1
115305,47912,wabco india,india,$1.85 b,,,,,,,,$97.94,,,,wabco india,,,,,,,,,,,,,httpswww.wabcoauto.com,1
47675,6078,"shoals technologies group, inc.",,,,,,,,,,,,,httpswww.shoals.com,"shoals technologies group, inc.",usa,5.427 billion usd,,,,,,,,,,,,1
152750,100273,esab,usa,$3.27 b,,,,,,,,$54.48,,,,esab,usa,$2.85 b,,,,,,,,$47.54,,,,1
96680,90751,e.on se,germany,$31.12 b,,,utilitiesdiversified,utilities,,,eoaa,,,,,e.on se,germany,,,,,utilities,,,eoaa,,,,,1
68013,29776,consorzio stabile ambientemilia,italy,,2013,,,waste management recycling,,,,,,,,consorzio stabile ambientemilia,italy,,2013,2,support services,,,6.96,,,,,,1
153996,33520,agc,japan,$7.78 b,,,,,,,,$35.15,,,,agc,,,,6998,,,,,,,,,httpswww.agc.com,1
54959,52636,edenred sa,france,,2010,,financial services digital payment solution services,,not found,1793 million usd,,,,,,edenred sa,france,,,10000,,financial services,,1793 million usd,,,,,,1
25187,13247,bid corp,south africa,$6.49 b,,,,,,,,$19.23,,,,bid corp,south africa,,,,,,,,,20,,,,1
147231,92721,dreher brewery,,,1854,,consumer goods,brewers,,,,,,,,dreher brewery,,,1854,,consumer goods,brewers,,,,,,,,1
163916,99072,gamestop,usa,$5.97 b,,,,,,,,$19.61,,,,gamestop,usa,$6.41 b,,,,,,,,$21.05,,,,1
83108,63775,bank mandiri,indonesia,,,,,,,,,$0.59,,,,bank mandiri,,,,,,,,,,,,,,1
33911,13478,pinnacle financial partners,,,,2841,,,,,,,,,httpswww.pnfp.com,pinnacle financial partners,usa,,,,,,,,,74,,,,1
11905,723,deutsche borse,germany,,,,,,,,,165,,,,deutsche borse,germany,31.682 billion usd,,,,,,,,,,,,1
115483,100539,prestige group,india,$2.18 b,,,,,,,,$5.45,,,,prestige group,india,$2.40 b,,,,,,,,$6.01,,,,1
44929,34927,kingboard holdings,,,,41900,,,,,,,,,httpwww.kingboard.com,kingboard holdings,,,,41900,,,,,,,,,httpwww.kingboard.com,1
65467,42836,nn group,,,1845.0,,insurance,,,$22.4b,,,,,,nn group,,,,15417,,,david knibbe,,,,,,httpswww.nngroup.com,1
170480,73977,phillips 66,united states,$37.51 b,,,oil gas refining marketing,energy,,,psx,,,,,phillips 66,,,,,,,,,,,,,,1
31960,357,adidas,,,,62285,,,kasper rorsted,,,,,,httpswww.adidasgroup.com,adidas,germany,69.940 billion usd,,,,,,,,,,,,1
152508,24174,casio,japan,$2.49 b,,,,,,,,$10.42,,,,casio,japan,$2.34 b,,,,,,,,$9.80,,,,1
132513,73662,compass group,united kingdom,,1994,478070,hotels restaurants leisure,,dominic blakemore,$24.5b,,,,,,compass group,,,,,,,,,,,,,,1
170426,109724,dsv panalpina a-s,denmark,$42.49 b,,,integrated freight logistics,industrials,,,dsv,,,,,dsv panalpina a-s,denmark,$42.49 b,,77958,integrated freight logistics,industrials,mr. jens bjorn andersen,,dsv,,,,,1
85781,14571,nerolac paints,india,,,,,,,,,$5.07,,,,nerolac paints,india,,,,,,,,,5,,,,1
96568,67045,trane technologies plc,ireland,$37.36 b,,,specialty industrial machinery,industrials,,,tt,,,,,trane technologies plc,,,founded 1871,employees 37000,,,ceo mr. david s. regnery,,,,,,,1
33014,1411,advance auto parts,,,,68000,,,thomas r. greco,,,,,,httpscorp.advanceautoparts.com,advance auto parts,usa,12.780 billion usd,,,,,thomas r. greco,,,,,,,1
150394,18998,"stanley black & decker, inc.",,$23.57 billion,1843,71300,,,mr. james m. loree,,,,,,,"stanley black & decker, inc.",united states,$23.57 billion,1843,71300,tools accessories,industrials,mr. james m. loree,us$15.6 billion 2020,,,,,,1
116237,94801,new relic,usa,$3.95 b,,,,,,,,$57.92,,,,new relic,,$3.95 b,,2.217,,,,$0.85 b,,$57.83,,,,1
152025,4407,perficient,,,1997,,consulting,,,,,,,,,perficient,usa,3.926 billion usd,,,,,,,,,,,,1
163443,84123,tata consumer products,india,$8.44 b,,,,,,,,$9.09,,,,tata consumer products,india,,,,,,,,,$9.20,,,,1
142309,142259,eicher polaris,,,2012 11 yrs old,,automobile,,,,,,,,,eicher polaris,,,2012 11 yrs old,,automobile,,,,,,,,,1
166603,16132,walkme,israel,$0.87 b,,,,,,,,$10.34,,,,walkme,israel,,,,,,,,,10,,,,1
158455,22223,greenlight reinsurance,none,$0.32 b,,,,,,,,$9.37,,,,greenlight reinsurance,cayman islands,$0.26 b,,,,,,,,$7.69,,,,1
